normalized_vendor_name,vendor_name,profile_url,profile_slug,slug_match_method,gsc_status,county_rows,counties_served,word_count,sentence_count,paragraph_count,opening_template_cluster_id,opening_template_cluster_size,nearest_neighbor_similarity,uniqueness_score_1_5,vendor_description_truncated
tony aguilar,Tony Aguilar,https://www.getcarryclass.com/instructors/tony-aguilar-64d0791f01,tony-aguilar-64d0791f01,exact,not_indexed,1,madera,54,3,1,363,1,0.2308,5,"Tony Aguilar is a firearms instructor with over 30 years of experience in military, law enforcement, and security backgrounds. He focuses on training individuals in self-defense and preparing them to "
zaks guns llc,Zaks Guns LLC,https://www.getcarryclass.com/instructors/zaks-guns-2e4896627d,zaks-guns-2e4896627d,fuzzy,not_indexed,2,madera|tulare,57,2,1,38,2,0.6577,2,"Zaks Guns LLC is a firearms dealer specializing in gun sales, transfers, and ammunition services with competitive pricing and customer service focus. They handle firearm and ammunition transfers from "
2a firearms academy,2A Firearms Academy,https://www.getcarryclass.com/instructors/2a-firearms-academy-03b19d6aeb,2a-firearms-academy-03b19d6aeb,exact,not_indexed,2,marin|solano,67,3,1,6,2,0.7361,2,2A Firearms Academy is a Bay Area firearms training company founded by certified instructors Doug Kevilus and Ryan Lewis. They provide CCW certification training accepted by over 30 jurisdictions thro
bay area tactical group (bat tactical),Bay Area Tactical Group (BAT Tactical),https://www.getcarryclass.com/instructors/bay-area-tactical-group-bat-tactical-4903e3cbaa,bay-area-tactical-group-bat-tactical-4903e3cbaa,exact,not_indexed,3,contra-costa|marin|san-benito,79,3,1,10,2,0.6613,2,"Bay Area Tactical Group (BAT Tactical) is the premier destination for tactical and firearms training in the Bay Area, offering courses for all skill levels from basic handgun training to advanced tact"
coco firearm training llc,Coco Firearm Training LLC,https://www.getcarryclass.com/instructors/coco-firearm-training-llc-1a2d4a83e2,coco-firearm-training-llc-1a2d4a83e2,exact,indexed,1,marin,68,3,1,1,3,0.8438,2,"Coco Firearm Training LLC is an approved CCW training vendor for numerous agencies throughout the Bay Area including Alameda SO, Contra Costa SO, Sacramento SO, and many local police departments. Base"
"crosshair training, llc","Crosshair Training, LLC",https://www.getcarryclass.com/instructors/crosshair-training-llc-b33edfc237,crosshair-training-llc-b33edfc237,exact,not_indexed,2,marin|napa,76,3,1,135,1,0.3151,5,"Crosshair Training LLC is a Bay Area firearms and self-defense training center serving multiple cities and counties including Marin County, Contra Costa County, and Napa County. They offer CA SB2 comp"
execushield training center,Execushield Training Center,https://www.getcarryclass.com/instructors/execushield-training-center-e10b115e0d,execushield-training-center-e10b115e0d,exact,not_indexed,1,marin,79,3,1,168,1,0.348,5,"Execushield Training Center is a comprehensive security and firearms training facility approved by multiple Bay Area law enforcement agencies including San Mateo County Sheriff, San Francisco PD, and "
paladin tactical us,Paladin Tactical US,https://www.getcarryclass.com/instructors/paladin-tactical-us-53e330247a,paladin-tactical-us-53e330247a,exact,not_indexed,4,contra-costa|marin|placer|sonoma,56,3,1,276,1,0.3554,5,"Paladin Tactical is a firearms training company serving the Bay Area with operations at United Sportsmen range in Concord, CA. They offer CCW training along with advanced pistol, rifle, shotgun, and s"
showket training,Showket Training,https://www.getcarryclass.com/instructors/showket-training-b554eb8f61,showket-training-b554eb8f61,exact,not_indexed,3,marin|napa|santa-clara,69,3,1,325,1,0.2635,5,"Showket Training offers defensive and real-world CCW training for Marin County and beyond, focusing on practical survival and safety skills rather than tactical maneuvers. With over 20 years of experi"
jlpfi,JLPFI,https://www.getcarryclass.com/instructors/jlpfi-d04be8402c,jlpfi-d04be8402c,exact,not_indexed,2,mariposa|tulare,74,3,1,218,1,0.7158,2,John Lewis Professional Firearms Instruction (JLPFI) is a Central Valley firearms training company that specializes in concealed weapons courses and advanced firearms instruction. Led by instructor Jo
hard focus firearms,Hard Focus Firearms,https://www.getcarryclass.com/instructors/hard-focus-firearms-training-llc-78f8b158d7,hard-focus-firearms-training-llc-78f8b158d7,fuzzy,not_indexed,1,mariposa,61,3,1,0,4,0.9972,2,"Hard Focus Firearms Training is dedicated to providing the best, most effective techniques in Defensive Shooting to protect yourself and loved ones. They pride themselves on going above and beyond min"
valley defense consulting inc.,Valley Defense Consulting Inc.,https://www.getcarryclass.com/instructors/valley-defense-consulting-3dbeda9c8b,valley-defense-consulting-3dbeda9c8b,fuzzy,not_indexed,1,mariposa,59,4,2,370,1,0.4976,4,"Valley Defense Consulting Inc. is a firearms training company in Modesto that offers handgun, shotgun, and carbine training for both civilians and law enforcement. Their instructors are former law enf"
kim milani,Kim Milani,https://www.getcarryclass.com/instructors/kim-milani-fdaa2ccddb,kim-milani-fdaa2ccddb,exact,indexed,1,mendocino,82,3,1,227,1,0.2268,5,"Kim Milani is a female-owned firearms instruction business serving Mendocino County, offering both initial 16-hour and renewal 8-hour CCW permit courses that meet Mendocino County Sheriff training req"
edward davies,Edward Davies,https://www.getcarryclass.com/instructors/edward-davies,edward-davies,constructed,unknown,1,mendocino,66,3,1,302,1,0.7969,2,"Redwood Practical Shooters is an IDPA and NRA affiliated shooting club on the Mendocino Coast of California, serving the Fort Bragg, Caspar, and Mendocino areas. They offer CCW classes, handgun skill-"
marco a. innocenti,Marco A. Innocenti,https://www.getcarryclass.com/instructors/marco-a-innocenti-9e8608fa9d,marco-a-innocenti-9e8608fa9d,exact,not_indexed,1,mendocino,57,3,1,301,1,0.7969,2,"Redwood Practical Shooters is a shooting club affiliated with IDPA and NRA located on the Mendocino Coast near Fort Bragg, California. They offer CCW classes, handgun skill-builder classes, and variou"
valley defense consulting,Valley Defense Consulting,https://www.getcarryclass.com/instructors/valley-defense-consulting-3dbeda9c8b,valley-defense-consulting-3dbeda9c8b,exact,not_indexed,2,merced|tuolumne,71,3,1,372,1,0.5127,4,"Valley Defense offers comprehensive firearms training in Modesto, California, serving multiple counties including Stanislaus, San Joaquin, Mariposa, Merced, Monterey, Contra Costa, and Tuolumne. Their"
kiwi's custom guns,Kiwi's Custom Guns,https://www.getcarryclass.com/instructors/kiwis-custom-guns,kiwis-custom-guns,constructed,unknown,2,merced|tuolumne,68,3,1,24,2,0.7873,2,Kiwi's Custom Guns operates a state-of-the-art climate-controlled indoor shooting range with five 25-yard lanes capable of handling calibers up to .50 BMG. The facility features advanced Action Target
g&l security training,G&L Security Training,https://www.getcarryclass.com/instructors/gl-security-training,gl-security-training,constructed,unknown,1,merced,59,2,1,193,1,0.2754,5,"G&L Security Training is a professional training center that provides concealed weapons training for multiple California counties including Sacramento, Napa, Yolo, Contra Costa, Merced, and Placer cou"
m2 firearms training,M2 Firearms Training,https://www.getcarryclass.com/instructors/m2-firearms-training-e91655ae6f,m2-firearms-training-e91655ae6f,ambiguous_exact,indexed,1,merced,57,3,1,245,1,0.3461,5,"M2 Firearms Training offers NRA-certified firearms courses including Basic Pistol Training, CCW training, and Defensive Handgun Training. They provide an 8-hour CCW initial course and 4-hour renewal c"
rescue74cpr,Rescue74CPR,https://www.getcarryclass.com/instructors/rescue74cpr-68d684bbc9,rescue74cpr-68d684bbc9,exact,not_indexed,2,merced|stanislaus,47,2,1,303,1,0.2078,5,"Rescue74CPR is a training provider based in California that focuses on developing skills and muscle memory through frequent practice. They offer CPR, First Aid, and CCW classes with a philosophy that "
john lewis professional firearms instruction,John Lewis Professional Firearms Instruction,https://www.getcarryclass.com/instructors/jlpfi-d04be8402c,jlpfi-d04be8402c,domain,not_indexed,1,merced,75,3,1,219,1,0.7158,2,"John Lewis Professional Firearms Instruction is a professional firearms training business in Clovis, California that specializes in concealed weapons permit courses and advanced firearms instruction. "
"hammer stryke self-reliance training, inc.","Hammer Stryke Self-Reliance Training, Inc.",https://www.getcarryclass.com/instructors/hammer-stryke-self-reliance-training-inc-a768c788f7,hammer-stryke-self-reliance-training-inc-a768c788f7,exact,indexed,1,merced,62,4,2,207,1,0.7235,2,"Hammer Stryke Self-Reliance Training, Inc. is a California Corporation providing advanced firearms training and CCW permit courses for central California counties including Mariposa, Madera, Merced an"
"first priority security consulting, llc","First Priority Security Consulting, LLC",https://www.getcarryclass.com/instructors/first-priority-security-consulting-llc-69868f713a,first-priority-security-consulting-llc-69868f713a,exact,not_indexed,1,merced,66,3,1,18,2,0.7585,2,First Priority Security Consulting LLC is a fully licensed FFL01/07 firearms business that provides safe and affordable firearms training to citizens in San Joaquin and surrounding counties. They offe
559 ccw,559 CCW,https://www.getcarryclass.com/instructors/559-ccw,559-ccw,constructed,unknown,2,merced|plumas,72,4,2,45,1,0.737,2,"559CCW is a California online CCW training provider serving Fresno, Tulare, Madera, Merced, Plumas, and Kings County residents. They offer both online and in-person CCW courses, including 16-hour init"
bull's eye firearms,Bull's Eye Firearms,https://www.getcarryclass.com/instructors/bulls-eye-firearms,bulls-eye-firearms,constructed,unknown,1,modoc,64,4,2,11,2,0.6657,2,"Bullseye Tactical Firearms Training provides CCW permit classes and tactical firearms training in the Redding, Shasta County, Mt. Shasta, and Siskiyou County area of California. They offer small, priv"
distinguished firearms instruction,Distinguished Firearms Instruction,https://www.getcarryclass.com/instructors/distinguished-firearms-instruction-49f1cbdc46,distinguished-firearms-instruction-49f1cbdc46,exact,not_indexed,3,modoc|shasta|tehama,63,3,1,13,2,0.5733,3,"Distinguished Firearms Instruction specializes in Concealed Weapons Classes and firearms instruction in Northern California, serving Shasta, Siskiyou, and surrounding counties. They offer CCW certific"
jon ludwick,Jon Ludwick,https://www.getcarryclass.com/instructors/jon-ludwick-a8aa513d60,jon-ludwick-a8aa513d60,exact,not_indexed,1,modoc,66,3,1,129,1,0.4598,4,Concealed Coalition is a nationwide firearms training organization that provides both online and in-person concealed carry certification courses. They offer a comprehensive curriculum covering firearm
state of jefferson outdoors,State of Jefferson Outdoors,https://www.getcarryclass.com/instructors/state-of-jefferson-outdoors-d43cc717a1,state-of-jefferson-outdoors-d43cc717a1,exact,not_indexed,1,modoc,50,2,1,339,1,0.2206,5,"State of Jefferson Outdoors is a Christian-based company in Northern California that focuses on hunting, firearms, and sporting goods while glorifying the Lord and exhibiting their morals and values. "
firearms academy of redding,Firearms Academy of Redding,https://www.getcarryclass.com/instructors/firearms-academy-of-redding-eba6ed4734,firearms-academy-of-redding-eba6ed4734,exact,not_indexed,5,modoc|shasta|siskiyou|tehama|trinity,80,3,1,173,1,0.4017,5,"Firearms Academy of Redding has been providing firearms training, self defense and CCW instruction to Redding, Shasta County and Northern California for over 30 years. The academy is owned and operate"
559 ccw llc,559 CCW LLC,https://www.getcarryclass.com/instructors/559-ccw-llc,559-ccw-llc,constructed,unknown,1,modoc,73,4,2,46,1,0.6243,3,"559CCW LLC provides online and in-person California CCW training courses serving residents of Fresno, Tulare, Kings, Merced, Madera, and Plumas counties. Led by a California DOJ-certified instructor a"
northern firearms instruction - california online ccw,Northern Firearms Instruction - California Online CCW,https://www.getcarryclass.com/instructors/northern-firearms-instruction-california-online-ccw,northern-firearms-instruction-california-online-ccw,constructed,unknown,1,modoc,70,3,1,267,1,0.3067,5,Northern Firearms Instruction offers online CCW training courses specifically designed for non-residents seeking California concealed carry licenses. Their 16-hour initial course is accepted by multip
powers firearms training corp,Powers Firearms Training Corp,https://www.getcarryclass.com/instructors/powers-firearms-training-corp-b92aa297ae,powers-firearms-training-corp-b92aa297ae,exact,indexed,1,mono,84,3,1,288,1,0.8255,2,"Powers Firearms Training Corp is a family-owned business serving Kern County for over 50 years, now operated by Craig and Becky Powers. They offer specialized courses including CCW permits (initial, r"
california and nevada ccw,California and Nevada CCW,https://www.getcarryclass.com/instructors/california-and-nevada-ccw-3e0c7984b8,california-and-nevada-ccw-3e0c7984b8,exact,not_indexed,1,mono,70,3,1,127,1,0.3244,5,"Concealed Carry Nevada, LLC operates as a comprehensive firearms training provider serving Nevada and Northern California, led by NRA Certified Instructor Keith Chesnut. They offer CCW permit courses "
safe and tactical firearms training,Safe and Tactical Firearms Training,https://www.getcarryclass.com/instructors/safe-and-tactical-firearms-training-524ab127b9,safe-and-tactical-firearms-training-524ab127b9,exact,not_indexed,1,mono,68,3,1,314,1,0.2473,5,"Safe and Tactical Firearms Training is located in Bridgeport, CA and offers CCW safety classes for California, Nevada, Arizona, Utah, and Oregon with reciprocity providing concealed carry privileges i"
guns4us,Guns4US,https://www.getcarryclass.com/instructors/guns4us-6b3ceed763,guns4us-6b3ceed763,exact,not_indexed,1,mono,67,4,2,206,1,0.2631,5,"GUNS4US Inc. is a veteran-owned full-service gun store with over 450 guns in stock, specializing in estate sales of firearms, militaria and accessories with over 25 years of experience. They operate a"
u.s. lawshield,U.S. LawShield,https://www.getcarryclass.com/instructors/us-lawshield,us-lawshield,constructed,unknown,4,mono|plumas|san-benito|sierra,67,4,2,368,1,0.1952,5,"U.S. LawShield provides legal defense services for self-defense situations, offering members access to a nationwide network of attorneys, 24/7 emergency hotline, and legal representation for both crim"
"g4 firearms, llc","G4 Firearms, LLC",https://www.getcarryclass.com/instructors/g4-firearms-2452c960d8,g4-firearms-2452c960d8,fuzzy,indexed,1,napa,72,3,1,195,1,0.6217,3,"G4 Firearms, LLC is a full-service gun store in Sonoma County that offers CCW courses and firearms training for all skill levels. They provide comprehensive firearms training including CCW courses, wo"
the range,The Range,https://www.getcarryclass.com/instructors/the-range-798b8fa997,the-range-798b8fa997,exact,indexed,3,nevada|placer|sierra,78,3,1,356,1,0.2993,5,"The Range is Nevada County's only indoor rifle and pistol range, located in the foothills of the Sierra Nevada Mountains just outside Grass Valley. They feature a modern indoor shooting facility with "
weber firearms,Weber Firearms,https://www.getcarryclass.com/instructors/weber-firearms-0478ca0c3f,weber-firearms-0478ca0c3f,exact,indexed,1,nevada,72,3,1,380,1,0.2606,5,Weber Firearms Safety & CCW Instruction serves Nevada County with monthly concealed carry classes held at the Grange Hall in Grass Valley with shooting qualification at the Nevada County Sportsmen Clu
the gun range,The Gun Range,https://www.getcarryclass.com/instructors/the-gun-range-86a2708eb7,the-gun-range-86a2708eb7,exact,not_indexed,1,nevada,43,2,1,352,1,0.3774,5,"The Gun Range is an indoor shooting facility that offers CCW courses for 6 counties/3 cities, including 16-hour initial courses and 8-hour renewal courses. They provide various marksmanship classes an"
defensive triad,Defensive Triad,https://www.getcarryclass.com/instructors/defensive-triad-9585198f5e,defensive-triad-9585198f5e,exact,not_indexed,1,nevada,68,3,1,148,1,0.3982,5,"Defensive Triad is a firearms training company that offers comprehensive CCW courses and defensive handgun training at Placer Sporting Club in Roseville, CA. They provide 16-hour initial CCW courses s"
defensive accuracy llc,Defensive Accuracy LLC,https://www.getcarryclass.com/instructors/defensive-accuracy-llc-535d9771e5,defensive-accuracy-llc-535d9771e5,exact,indexed,1,nevada,40,2,1,142,1,0.7928,2,"Defensive Accuracy LLC provides California CCW training and firearms instruction services in the Bay Area and Central California. They offer initial CCW courses, renewals, modifications, and private C"
bad moon shooting,Bad Moon Shooting,https://www.getcarryclass.com/instructors/bad-moon-shooting-55c50389bf,bad-moon-shooting-55c50389bf,ambiguous_exact,not_indexed,3,nevada|placer|yuba,71,3,1,83,1,0.2947,5,Bad Moon Shooting is a firearms training company led by retired military instructors offering NRA certified CCW courses and personal protection training. They specialize in California SB2-compliant in
a best ccw training,A Best CCW Training,https://www.getcarryclass.com/instructors/a-best-ccw-training-8480f8608c,a-best-ccw-training-8480f8608c,exact,not_indexed,2,nevada|yuba,78,3,1,48,1,0.4766,4,"A Best CCW Training is a California-based firearms training company with instructors who have over 140 years of combined experience in law enforcement, CCW training, and NRA instruction. They offer 16"
nsp firearms instruction,NSP Firearms Instruction,https://www.getcarryclass.com/instructors/nsp-firearms-instruction-4939f1b184,nsp-firearms-instruction-4939f1b184,exact,not_indexed,2,nevada|placer,67,3,1,269,1,0.284,5,"NSP Firearms Instruction provides California CCW training and firearms education with certified instructors maintaining credentials through California DOJ, Utah BCI, NRA, and USCCA. They offer county-"
apex defensive strategies,Apex Defensive Strategies,https://www.getcarryclass.com/instructors/apex-defensive-strategies-3f3b24a027,apex-defensive-strategies-3f3b24a027,exact,not_indexed,1,orange,69,3,1,69,1,0.309,5,Apex Defensive Strategies is an OCSD-approved CCW training provider offering comprehensive two-day initial CCW certification courses and 8-hour renewal courses. They provide a wide range of firearms t
artifex firearms training,Artifex Firearms Training,https://www.getcarryclass.com/instructors/artifex-firearms-training-c6f676c6b8,artifex-firearms-training-c6f676c6b8,exact,not_indexed,1,orange,65,3,1,78,1,0.2386,5,"Artifex Firearms Training was founded by a British Special Forces veteran in 2012 to provide quality firearms training to civilian, law enforcement and military units. They are an OCSD approved CCW tr"
fortitude int'l firearm training,Fortitude Int'l Firearm Training,https://www.getcarryclass.com/instructors/fortitude-intl-firearm-training,fortitude-intl-firearm-training,constructed,unknown,1,orange,57,3,1,182,1,0.225,5,"Fortitude International LLC is a firearms training company focused on developing defense mindset, improving firearm skills, and achieving growth. They offer training in handgun, rifle, and shotgun dis"
semper safe,Semper Safe,https://www.getcarryclass.com/instructors/semper-safe-f68050e076,semper-safe-f68050e076,exact,indexed,2,orange|riverside,75,3,1,317,1,0.2829,5,"Semper Safe is a Marine Corps veteran-owned firearms training company that provides approved CCW training for Orange County Sheriff's Department, Riverside County Sheriff's Department, and Whittier Po"
"5150 heat, llc.","5150 Heat, LLC.",https://www.getcarryclass.com/instructors/5150-heat-llc,5150-heat-llc,constructed,unknown,1,orange,86,4,2,44,1,0.2323,5,"5150 HEAT, LLC is a Firearms Training Academy focusing on new shooters, good people who want to defend their home, and experienced civilians interested in obtaining or renewing their Concealed Carry ("
vip ccw services,VIP CCW Services,https://www.getcarryclass.com/instructors/vip-ccw-services,vip-ccw-services,constructed,unknown,2,orange|san-diego,82,3,1,37,2,0.6266,3,VIP CCW Services has been providing California CCW permit training since 2015 in adherence to CA Penal Code 26165. They offer modular formatted classes seven days a week with hybrid online/in-person t
be fast,Be Fast,https://www.getcarryclass.com/instructors/be-fast-cba2caf6f2,be-fast-cba2caf6f2,exact,not_indexed,1,orange,81,4,2,93,1,0.2619,5,"BE FAST is led by Lt. Mark Ojeda (Ret), an honorably retired police officer and Department of Justice CCW Instructor who serves as an Official Authorized Training Provider for the Orange County Sherif"
cal-patriot defense,Cal-Patriot Defense,https://www.getcarryclass.com/instructors/cal-patriot-defense-1cb2cd8646,cal-patriot-defense-1cb2cd8646,exact,not_indexed,1,orange,61,3,1,105,1,0.3261,5,Cal-Patriot Defense is an Orange County and Riverside County Sheriff-authorized CCW training provider led by a former police SWAT sniper with extensive instructor certifications. They offer concealed 
"safe insight, llc","Safe Insight, LLC",https://www.getcarryclass.com/instructors/safe-insight-39eb5c9de9,safe-insight-39eb5c9de9,fuzzy,not_indexed,1,orange,65,3,1,32,2,0.8392,2,Safe Insight offers sheriff-approved online CCW training that allows students to complete sections at their own pace without spending weekends in classroom settings. The company provides training with
eliteccw firearms training,EliteCCW Firearms Training,https://www.getcarryclass.com/instructors/firearms-training-e51d601167,firearms-training-e51d601167,fuzzy,not_indexed,1,orange,63,3,1,162,1,0.9056,2,"EliteCCW Firearms Training is the premiere training provider in Southern California, founded by a former Orange County Sheriff CCW Supervisor. They offer comprehensive CCW training for multiple jurisd"
magnaproducts,MagnaProducts,https://www.getcarryclass.com/instructors/magnaproducts-5cf761d733,magnaproducts-5cf761d733,exact,not_indexed,1,orange,47,3,1,247,1,0.3449,5,"MAGNA Products is a full-service gunsmithing shop that positions itself as the premium Southern California gun safety training provider. They offer NRA certification classes, CCW classes, and casual u"
"tap rack bang, llc","Tap Rack Bang, LLC",https://www.getcarryclass.com/instructors/tap-rack-bang-training-c8e3a90d09,tap-rack-bang-training-c8e3a90d09,fuzzy,not_indexed,1,orange,76,3,1,347,1,0.6738,2,"Tap Rack Bang, LLC is a professional firearms training company that serves as the full-time occupation of its instructors, with over 30+ combined years of experience training US Marines, law enforceme"
sentri institute inc.,Sentri Institute Inc.,https://www.getcarryclass.com/instructors/sentri-institute-inc-1512caf0e5,sentri-institute-inc-1512caf0e5,ambiguous_exact,not_indexed,1,orange,71,3,1,318,1,0.1868,5,"Sentri Institute Inc. is led by Byron Clark, a retired law enforcement supervisor with nearly three decades of public safety experience, offering CCW permit instruction focused on responsible conceale"
basic gun safety,Basic Gun Safety,https://www.getcarryclass.com/instructors/basic-gun-safety,basic-gun-safety,constructed,unknown,1,orange,73,4,2,86,1,0.7072,2,"Basic Gun Safety is operated by Roger Harvey, a POST Firearms Instructor, NRA Training Counselor, and coach of the U.S. Military Pentathlon Team who has trained numerous World Champions. The training "
defensive training oc,Defensive Training OC,https://www.getcarryclass.com/instructors/defensive-training-oc-420e805cba,defensive-training-oc-420e805cba,exact,not_indexed,1,orange,71,3,1,147,1,0.3659,5,Defensive Training Orange County provides official OCSD-approved CCW training with a hybrid format that allows students to complete the classroom portion 100% online at their own pace. They offer 16-h
hansen firearms training,Hansen Firearms Training,https://www.getcarryclass.com/instructors/hansen-firearms-training-a081954b67,hansen-firearms-training-a081954b67,exact,indexed,2,orange|san-diego,82,3,1,23,2,0.8023,2,"Hansen Firearms Training is Southern California's top rated firearms training company for concealed firearm permits, officially approved by Orange, San Diego, and Los Angeles Counties, plus cities of "
hot rods & handguns,Hot Rods & Handguns,https://www.getcarryclass.com/instructors/hot-rods-handguns-073ad60a9c,hot-rods-handguns-073ad60a9c,exact,not_indexed,1,orange,64,2,1,213,1,0.1987,5,"Hot Rods & Handguns is a members-only shooting and social club in Huntington Beach featuring a 40,000 sq ft facility with a two-story indoor shooting range, sports bar, outdoor deck, casual dining, cl"
mana group security and training,Mana Group Security and Training,https://www.getcarryclass.com/instructors/mana-group-security-and-training-2d67d969d4,mana-group-security-and-training-2d67d969d4,exact,not_indexed,1,orange,61,3,1,355,1,0.307,5,"The Mana Group offers security, firearm, and tactical medical training for professionals and civilians in Orange County, California. With over two decades of professional experience in private securit"
shootsafe academy,ShootSafe Academy,https://www.getcarryclass.com/instructors/shootsafe-academy-ce1b14c354,shootsafe-academy-ce1b14c354,exact,not_indexed,3,orange|riverside|san-diego,72,3,1,34,2,0.6274,3,"Shootsafe Academy has been providing professional firearms instruction to Orange County for over 13 years, recently expanding services to Riverside, Los Angeles, and San Diego counties. They specializ"
civilian arms training source,Civilian Arms Training Source,https://www.getcarryclass.com/instructors/civilian-arms-training-source-8f73ca1955,civilian-arms-training-source-8f73ca1955,exact,not_indexed,1,orange,72,3,1,120,1,0.1868,5,"Civilian Arms Training Source offers advanced tactical firearms training based on Center Axis Training Systems (CATS), a modern gunfighting method evolved from Paul Castle's original Center Axis Reloc"
application tactical,Application Tactical,https://www.getcarryclass.com/instructors/application-tactical-1cb5765271,application-tactical-1cb5765271,exact,not_indexed,1,orange,50,3,1,72,1,0.3077,5,Application Tactical offers Orange County Sheriff's Department approved CCW courses in Laguna Hills. They provide 16-hour initial CCW training and 8-hour renewal courses with range fees included in pr
on-target indoor shooting range,On-Target Indoor Shooting Range,https://www.getcarryclass.com/instructors/on-target-indoor-shooting-range-87d7431221,on-target-indoor-shooting-range-87d7431221,exact,indexed,1,orange,67,3,1,271,1,0.2767,5,"On Target Indoor Shooting Range is Orange County's premier indoor shooting range located in Laguna Niguel. They offer firearm training classes designed for real-world scenarios, with highly trained an"
artemis defense institute,Artemis Defense Institute,https://www.getcarryclass.com/instructors/artemis-defense-institute-d8ff6c52cb,artemis-defense-institute-d8ff6c52cb,exact,not_indexed,1,orange,83,3,1,77,1,0.2316,5,Artemis Defense Institute (ADI) is Orange County & Los Angeles County's premiere CCW training facility offering a unique blend of live-fire training with state-of-the-art indoor video simulations and 
not today self defense,Not Today Self Defense,https://www.getcarryclass.com/instructors/not-today-self-defense-6bd290043e,not-today-self-defense-6bd290043e,exact,not_indexed,1,orange,78,4,2,268,1,0.2936,5,"Not Today Self Defense & Firearms Training is led by Tom Durell, a California Department of Justice P.O.S.T. Certified Firearms Instructor with certifications from the NRA, USCCA, and American Red Cro"
ten-8 tactical firearms training,Ten-8 Tactical Firearms Training,https://www.getcarryclass.com/instructors/ten-8-tactical-firearms-training-0989b8fd76,ten-8-tactical-firearms-training-0989b8fd76,exact,not_indexed,2,orange|riverside,66,4,2,348,1,0.3796,5,Ten-8 Tactical Firearms Training is a CA P.O.S.T. certified firearms instructor and DOJ certified CCW instructor offering online CCW training for Orange County and Riverside County. They provide 24/7 
allsafe defense systems,AllSafe Defense Systems,https://www.getcarryclass.com/instructors/allsafe-defense-systems-427f608b4b,allsafe-defense-systems-427f608b4b,exact,not_indexed,1,orange,65,3,1,62,1,0.3112,5,AllSafe Defense Systems is an Orange County-based firearms training company offering NRA-certified courses and advanced tactical training. They specialize in the NRA Personal Protection Outside the Ho
evans gun world,Evans Gun World,https://www.getcarryclass.com/instructors/evans-gun-world-b408da7356,evans-gun-world-b408da7356,exact,not_indexed,1,orange,76,3,1,165,1,0.2582,5,"Evan's Gun World is a well-established shooting range and firearms retailer that has been serving the Orange County community since 1995. Known for their friendly and safe environment, they cater to a"
"forza defense training, llc","Forza Defense Training, LLC",https://www.getcarryclass.com/instructors/forza-defense-training-756514ead2,forza-defense-training-756514ead2,fuzzy,not_indexed,1,orange,78,3,1,185,1,0.5995,3,"Forza Defense Training, LLC is Orange County's premier concealed weapon training company, led by CEO and founder Gina who operates the business from a passion for competitive shooting rather than trad"
oc online gun certificate,OC Online Gun Certificate,https://www.getcarryclass.com/instructors/oc-online-gun-certificate-fc6f24fa9a,oc-online-gun-certificate-fc6f24fa9a,exact,not_indexed,1,orange,63,3,1,270,1,0.358,5,"OC Online Gun Certificate provides state-approved online CCW training for Orange County, California and out-of-state residents. Established in 2014, they offer a hybrid learning model combining online"
"archer firearms training, llc","Archer Firearms Training, LLC",https://www.getcarryclass.com/instructors/archer-firearms-training-llc-b24809869b,archer-firearms-training-llc-b24809869b,exact,indexed,1,orange,70,3,1,75,1,0.3758,5,"Archer Firearms Training is an Orange County CCW instructor offering comprehensive firearms training including NRA-certified courses, CCW qualification training, and personal protection instruction. R"
san clemente firearms training,San Clemente Firearms Training,https://www.getcarryclass.com/instructors/san-clemente-firearms-training-216a4fbff4,san-clemente-firearms-training-216a4fbff4,exact,not_indexed,1,orange,59,3,1,316,1,0.3205,5,"San Clemente Firearms Training LLC is an Orange County and San Diego County Sheriff Department's approved CCW training provider located in San Clemente. They offer initial and renewal CCW courses, mul"
aegis self defense,Aegis Self Defense,https://www.getcarryclass.com/instructors/aegis-self-defense-7960d80bac,aegis-self-defense-7960d80bac,exact,indexed,1,placer,62,3,1,59,1,0.2785,5,"Aegis Self Defense is a new, family-operated business in Roseville that specializes in CCW certification training and firearm instruction. They offer personalized, small class sizes for beginners thro"
alpha shield ccw,Alpha Shield CCW,https://www.getcarryclass.com/instructors/alpha-shield-ccw-3762d76848,alpha-shield-ccw-3762d76848,ambiguous_exact,not_indexed,1,placer,32,2,1,64,1,0.2593,5,"Alpha Shield CCW provides approved CCW instruction for Placer, Sacramento, Yolo, Sutter and Nevada Counties. They offer new CCW license training, renewal classes, and gun add-on qualifications with on"
basic to advanced firearms training,Basic to Advanced Firearms Training,https://www.getcarryclass.com/instructors/basic-to-advanced-firearms-training-d711431b2c,basic-to-advanced-firearms-training-d711431b2c,exact,not_indexed,1,placer,69,3,1,87,1,0.3431,5,"Basic to Advanced Firearms Training, LLC is a premier firearms training company serving Sacramento, Placer, and Yolo counties. They offer both initial 16-hour CCW training and 8-hour refresher courses"
clavin consulting,Clavin Consulting,https://www.getcarryclass.com/instructors/clavin-consulting-5d69e76738,clavin-consulting-5d69e76738,exact,not_indexed,1,placer,59,3,1,122,1,0.3214,5,"CLAVIN CONSULTING provides California CCW permit training through certified instructor Dan Clavin, who is approved by CA DOJ for Placer and Sacramento Counties. The company offers both initial 16-hour"
